Station Name,Sample Code,Collection Date,Analyte,Result,Rpt Limit,Units,Parent Sample
E3S811101553,EL0319B0130,3/26/2019 13:05,Dissolved Organic Carbon,6.3,0.5,mg/L as C,EL0319B0123
E3S811101553,EL0319B0130,3/26/2019 13:05,Total Organic Carbon,5.6,0.5,mg/L as C,EL0319B0123
E3S811101553,EL0319B0130,3/26/2019 13:05,Dissolved Ortho-phosphate,0.051,0.05,mg/L as P,EL0319B0123
E3S811101553,EL0319B0130,3/26/2019 13:05,Pheophytin a,3.07,0.5,µg/L,EL0319B0123
E3S811101553,EL0319B0130,3/26/2019 13:05,Total Phosphorus,0.14,0.01,mg/L as P,EL0319B0123
E3S811101553,EL0319B0130,3/26/2019 13:05,Total Kjeldahl Nitrogen,0.7,0.1,mg/L as N,EL0319B0123
E3S81041558,EL0319B0129,3/26/2019 13:30,Chlorophyll a,15.76,0.5,µg/L,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Dissolved Nitrate + Nitrite,0.23,0.05,mg/L as N,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Dissolved Organic Carbon,6,0.5,mg/L as C,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Dissolved Organic Carbon,5.9,0.5,mg/L as C,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Total Organic Carbon,5.5,0.5,mg/L as C,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Total Organic Carbon,5.5,0.5,mg/L as C,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Dissolved Ortho-phosphate,0.053,0.05,mg/L as P,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Pheophytin a,3.55,0.5,µg/L,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Total Phosphorus,0.14,0.01,mg/L as P,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Total Kjeldahl Nitrogen,0.7,0.1,mg/L as N,0
E3S81041558,EL0319B0129,3/26/2019 13:30,Field Specific Conductance,1235,1,uS/cm@25degC,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Chlorophyll a,16.48,0.5,µg/L,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Dissolved Nitrate + Nitrite,0.23,0.05,mg/L as N,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Dissolved Organic Carbon,5.9,0.5,mg/L as C,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Total Organic Carbon,6.5,0.5,mg/L as C,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Dissolved Ortho-phosphate,0.051,0.05,mg/L as P,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Pheophytin a,2.65,0.5,µg/L,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Total Phosphorus,0.13,0.01,mg/L as P,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Total Kjeldahl Nitrogen,0.7,0.1,mg/L as N,0
E3S81041559,EL0319B0128,3/26/2019 13:50,Field Specific Conductance,1300,1,uS/cm@25degC,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Chlorophyll a,13.04,0.5,µg/L,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Dissolved Nitrate + Nitrite,0.23,0.05,mg/L as N,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Dissolved Organic Carbon,6.2,0.5,mg/L as C,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Total Organic Carbon,5.6,0.5,mg/L as C,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Dissolved Ortho-phosphate,0.052,0.05,mg/L as P,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Pheophytin a,2.75,0.5,µg/L,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Total Phosphorus,0.13,0.01,mg/L as P,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Total Kjeldahl Nitrogen,0.6,0.1,mg/L as N,0
E3S81051561,EL0319B0127,3/26/2019 14:00,Field Specific Conductance,1300,1,uS/cm@25degC,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Chlorophyll a,3.02,0.5,µg/L,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Dissolved Nitrate + Nitrite,0.27,0.05,mg/L as N,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Dissolved Organic Carbon,2.4,0.5,mg/L as C,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Total Organic Carbon,2.4,0.5,mg/L as C,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Dissolved Ortho-phosphate,0.061,0.05,mg/L as P,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Pheophytin a,1.54,0.5,µg/L,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Total Phosphorus,0.063,0.01,mg/L as P,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S80462003,EL0319B0137,3/28/2019 7:11,Field Specific Conductance,209,1,uS/cm@25degC,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Chlorophyll a,2.62,0.5,µg/L,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Dissolved Nitrate + Nitrite,0.24,0.05,mg/L as N,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Dissolved Organic Carbon,2.7,0.5,mg/L as C,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Total Organic Carbon,2.7,0.5,mg/L as C,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Dissolved Ortho-phosphate,0.082,0.05,mg/L as P,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Pheophytin a,2.65,0.5,µg/L,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Total Phosphorus,0.09,0.01,mg/L as P,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Total Kjeldahl Nitrogen,0.252,0.1,mg/L as N,0
E3S80462005,EL0319B0136,3/28/2019 8:00,Field Specific Conductance,226,1,uS/cm@25degC,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Chlorophyll a,2.95,0.5,µg/L,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Dissolved Nitrate + Nitrite,0.252,0.05,mg/L as N,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Dissolved Organic Carbon,2.6,0.5,mg/L as C,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Total Organic Carbon,2.5,0.5,mg/L as C,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Dissolved Ortho-phosphate,0.07,0.05,mg/L as P,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Pheophytin a,2.62,0.5,µg/L,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Total Kjeldahl Nitrogen,0.255,0.1,mg/L as N,0
E3S804102007,EL0319B0135,3/28/2019 8:43,Field Specific Conductance,263,1,uS/cm@25degC,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Chlorophyll a,3.27,0.5,µg/L,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Dissolved Nitrate + Nitrite,0.26,0.05,mg/L as N,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Dissolved Organic Carbon,2.5,0.5,mg/L as C,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Total Organic Carbon,2.5,0.5,mg/L as C,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Dissolved Ortho-phosphate,0.07,0.05,mg/L as P,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Pheophytin a,2.25,0.5,µg/L,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Total Kjeldahl Nitrogen,0.2,0.1,mg/L as N,0
E3S80482010,EL0319B0134,3/28/2019 9:19,Field Specific Conductance,239,1,uS/cm@25degC,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Chlorophyll a,3.38,0.5,µg/L,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Dissolved Nitrate + Nitrite,0.439,0.05,mg/L as N,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Dissolved Organic Carbon,3.9,0.5,mg/L as C,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Total Organic Carbon,3.7,0.5,mg/L as C,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Dissolved Ortho-phosphate,0.1,0.05,mg/L as P,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Pheophytin a,2.85,0.5,µg/L,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Total Phosphorus,0.127,0.01,mg/L as P,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S80192066,EL0319B0140,3/28/2019 10:45,Field Specific Conductance,675,1,uS/cm@25degC,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Chlorophyll a,3.37,0.5,µg/L,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Dissolved Nitrate + Nitrite,0.44,0.05,mg/L as N,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Dissolved Organic Carbon,6.9,0.5,mg/L as C,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Dissolved Organic Carbon,7,0.5,mg/L as C,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Total Organic Carbon,6.8,0.5,mg/L as C,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Total Organic Carbon,6.7,0.5,mg/L as C,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Dissolved Ortho-phosphate,0.152,0.05,mg/L as P,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Pheophytin a,3.18,0.5,µg/L,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Total Phosphorus,0.27,0.01,mg/L as P,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Total Kjeldahl Nitrogen,0.7,0.1,mg/L as N,0
E3S80192049,EL0319B0138,3/28/2019 11:48,Field Specific Conductance,772,1,uS/cm@25degC,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Chlorophyll a,3.3,0.5,µg/L,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Dissolved Nitrate + Nitrite,0.51,0.05,mg/L as N,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Dissolved Organic Carbon,7.1,0.5,mg/L as C,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Total Organic Carbon,6.7,0.5,mg/L as C,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Dissolved Ortho-phosphate,0.155,0.05,mg/L as P,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Pheophytin a,2.84,0.5,µg/L,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Total Phosphorus,0.26,0.01,mg/L as P,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Total Kjeldahl Nitrogen,0.8,0.1,mg/L as N,0
E3S80212052,EL0319B0139,3/28/2019 12:52,Field Specific Conductance,789,1,uS/cm@25degC,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Chlorophyll a,1.59,0.5,µg/L,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Dissolved Nitrate + Nitrite,0.255,0.05,mg/L as N,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Total Organic Carbon,3.9,0.5,mg/L as C,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Dissolved Organic Carbon,3.6,0.5,mg/L as C,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Dissolved Ortho-phosphate,0.076,0.05,mg/L as P,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Pheophytin a,1.07,0.5,µg/L,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Total Phosphorus,0.08,0.01,mg/L as P,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Total Phosphorus,0.08,0.01,mg/L as P,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Total Kjeldahl Nitrogen,0.315,0.1,mg/L as N,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
B9S80221524,EL0319B0132,3/28/2019 14:14,Field Specific Conductance,271,1,uS/cm@25degC,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Chlorophyll a,1.85,0.5,µg/L,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Dissolved Nitrate + Nitrite,0.2,0.05,mg/L as N,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Dissolved Organic Carbon,4.3,0.5,mg/L as C,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Total Organic Carbon,4.1,0.5,mg/L as C,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Dissolved Ortho-phosphate,0.084,0.05,mg/L as P,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Pheophytin a,0.86,0.5,µg/L,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Total Phosphorus,0.1,0.01,mg/L as P,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
B9S80231523,EL0319B0131,3/28/2019 15:00,Field Specific Conductance,350,1,uS/cm@25degC,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Chlorophyll a,2.1,0.5,µg/L,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Dissolved Nitrate + Nitrite,0.15,0.05,mg/L as N,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Dissolved Organic Carbon,5.9,0.5,mg/L as C,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Total Organic Carbon,6,0.5,mg/L as C,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Dissolved Ortho-phosphate,0.087,0.05,mg/L as P,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Pheophytin a,0.61,0.5,µg/L,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Total Phosphorus,0.094,0.01,mg/L as P,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
B9S80241522,EL0319B0133,3/28/2019 16:01,Field Specific Conductance,298,1,uS/cm@25degC,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Chlorophyll a,9.91,0.5,µg/L,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Dissolved Nitrate + Nitrite,1.5,0.05,mg/L as N,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Dissolved Organic Carbon,10.9,0.5,mg/L as C,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Total Organic Carbon,10.2,0.5,mg/L as C,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Dissolved Ortho-phosphate,0.446,0.05,mg/L as P,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Pheophytin a,2.4,0.5,µg/L,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Total Phosphorus,0.65,0.01,mg/L as P,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Total Kjeldahl Nitrogen,1.4,0.1,mg/L as N,0
E3S811920110,EL0319B0118,3/29/2019 8:56,Field Specific Conductance,1339,1,uS/cm@25degC,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Chlorophyll a,9.41,0.5,µg/L,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Dissolved Nitrate + Nitrite,0.62,0.05,mg/L as N,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Dissolved Organic Carbon,7.4,0.5,mg/L as C,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Dissolved Organic Carbon,7.4,0.5,mg/L as C,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Total Organic Carbon,6.8,0.5,mg/L as C,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Total Organic Carbon,6.8,0.5,mg/L as C,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Dissolved Ortho-phosphate,0.19,0.05,mg/L as P,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Pheophytin a,2,0.5,µg/L,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Total Phosphorus,0.28,0.01,mg/L as P,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Total Kjeldahl Nitrogen,0.8,0.1,mg/L as N,0
E3S81182017,EL0319B0119,3/29/2019 10:05,Field Specific Conductance,1706,1,uS/cm@25degC,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Chlorophyll a,4.23,0.5,µg/L,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Dissolved Nitrate + Nitrite,0.51,0.05,mg/L as N,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Dissolved Organic Carbon,6.8,0.5,mg/L as C,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Total Organic Carbon,6.5,0.5,mg/L as C,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Dissolved Ortho-phosphate,0.15,0.05,mg/L as P,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Pheophytin a,1.97,0.5,µg/L,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Total Phosphorus,0.224,0.01,mg/L as P,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Total Kjeldahl Nitrogen,0.7,0.1,mg/L as N,0
E3S811720110,EL0319B0120,3/29/2019 11:05,Field Specific Conductance,1811,1,uS/cm@25degC,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Chlorophyll a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Dissolved Nitrate + Nitrite,< R.L.,0.05,mg/L as N,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Dissolved Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Total Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Pheophytin a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Total Phosphorus,< R.L.,0.01,mg/L as P,0
Blank; Equipment (ID:47718,EL0319B0142,3/29/2019 11:05,Total Kjeldahl Nitrogen,< R.L.,0.1,mg/L as N,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Chlorophyll a,19.5,0.5,µg/L,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Dissolved Nitrate + Nitrite,0.32,0.05,mg/L as N,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Dissolved Organic Carbon,12.2,0.5,mg/L as C,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Total Organic Carbon,13,0.5,mg/L as C,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Dissolved Ortho-phosphate,0.064,0.05,mg/L as P,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Pheophytin a,2.13,0.5,µg/L,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Total Phosphorus,0.23,0.01,mg/L as P,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Total Kjeldahl Nitrogen,1.4,0.1,mg/L as N,0
E3S81191549,EL0419B0146,4/3/2019 8:20,Field Specific Conductance,2251,1,uS/cm@25degC,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Chlorophyll a,1.51,0.5,µg/L,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Dissolved Nitrate + Nitrite,0.22,0.05,mg/L as N,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Dissolved Organic Carbon,3.1,0.5,mg/L as C,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Total Organic Carbon,3.2,0.5,mg/L as C,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Pheophytin a,1.02,0.5,µg/L,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Total Phosphorus,0.08,0.01,mg/L as P,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
B9S80221524,EL0419B0157,4/3/2019 9:04,Field Specific Conductance,245.7,1,uS/cm@25degC,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Chlorophyll a,8.04,0.5,µg/L,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Dissolved Nitrate + Nitrite,0.32,0.05,mg/L as N,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Dissolved Organic Carbon,11.8,0.5,mg/L as C,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Total Organic Carbon,11.5,0.5,mg/L as C,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Dissolved Ortho-phosphate,0.058,0.05,mg/L as P,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Pheophytin a,2.36,0.5,µg/L,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Total Phosphorus,0.221,0.01,mg/L as P,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Total Kjeldahl Nitrogen,1.3,0.1,mg/L as N,0
E3S811101550,EL0419B0147,4/3/2019 9:20,Field Specific Conductance,2039,1,uS/cm@25degC,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Chlorophyll a,4.27,0.5,µg/L,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Dissolved Nitrate + Nitrite,0.35,0.05,mg/L as N,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Dissolved Organic Carbon,12.6,0.5,mg/L as C,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Total Organic Carbon,12.2,0.5,mg/L as C,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Dissolved Ortho-phosphate,0.05,0.05,mg/L as P,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Pheophytin a,0.85,0.5,µg/L,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Total Phosphorus,0.221,0.01,mg/L as P,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Total Kjeldahl Nitrogen,1.3,0.1,mg/L as N,0
E3S811101553,EL0419B0148,4/3/2019 9:30,Field Specific Conductance,2194,1,uS/cm@25degC,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Chlorophyll a,2.67,0.5,µg/L,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Dissolved Nitrate + Nitrite,0.2,0.05,mg/L as N,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Dissolved Organic Carbon,3.5,0.5,mg/L as C,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Total Organic Carbon,3.2,0.5,mg/L as C,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Dissolved Ortho-phosphate,0.058,0.05,mg/L as P,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Pheophytin a,0.91,0.5,µg/L,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Total Phosphorus,0.08,0.01,mg/L as P,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Total Kjeldahl Nitrogen,0.312,0.1,mg/L as N,0
B9S80231523,EL0419B0156,4/3/2019 9:54,Field Specific Conductance,245,1,uS/cm@25degC,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Chlorophyll a,5.68,0.5,µg/L,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Dissolved Nitrate + Nitrite,0.17,0.05,mg/L as N,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Dissolved Organic Carbon,5.2,0.5,mg/L as C,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Total Organic Carbon,4.9,0.5,mg/L as C,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Pheophytin a,0.92,0.5,µg/L,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Total Phosphorus,0.1,0.01,mg/L as P,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Total Kjeldahl Nitrogen,0.6,0.1,mg/L as N,0
E3S81031544,EL0419B0149,4/3/2019 9:55,Field Specific Conductance,881,1,uS/cm@25degC,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Chlorophyll a,4.05,0.5,µg/L,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Dissolved Nitrate + Nitrite,0.161,0.05,mg/L as N,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Total Organic Carbon,5,0.5,mg/L as C,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Dissolved Organic Carbon,5,0.5,mg/L as C,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Pheophytin a,0.79,0.5,µg/L,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Total Phosphorus,0.108,0.01,mg/L as P,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Total Kjeldahl Nitrogen,0.6,0.1,mg/L as N,0
E3S81051544,EL0419B0150,4/3/2019 10:25,Field Specific Conductance,890,1,uS/cm@25degC,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Chlorophyll a,2.06,0.5,µg/L,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Dissolved Nitrate + Nitrite,0.18,0.05,mg/L as N,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Dissolved Organic Carbon,4.1,0.5,mg/L as C,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Total Organic Carbon,4,0.5,mg/L as C,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Dissolved Ortho-phosphate,0.06,0.05,mg/L as P,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Pheophytin a,1.46,0.5,µg/L,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Total Phosphorus,0.09,0.01,mg/L as P,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
B9S80241522,EL0419B0158,4/3/2019 10:30,Field Specific Conductance,469.5,1,uS/cm@25degC,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Chlorophyll a,4.18,0.5,µg/L,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Dissolved Nitrate + Nitrite,0.17,0.05,mg/L as N,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Dissolved Organic Carbon,5,0.5,mg/L as C,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Total Organic Carbon,5,0.5,mg/L as C,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Pheophytin a,1.05,0.5,µg/L,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Total Phosphorus,0.1,0.01,mg/L as P,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Total Kjeldahl Nitrogen,0.6,0.1,mg/L as N,0
E3S81071545,EL0419B0151,4/3/2019 10:40,Field Specific Conductance,880,1,uS/cm@25degC,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Chlorophyll a,1.84,0.5,µg/L,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Dissolved Nitrate + Nitrite,0.2,0.05,mg/L as N,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Dissolved Organic Carbon,3.7,0.5,mg/L as C,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Total Organic Carbon,3.7,0.5,mg/L as C,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Pheophytin a,1.81,0.5,µg/L,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Total Phosphorus,0.105,0.01,mg/L as P,0
