"","SubRegion","Month","Year","Microcystis","Secchi","DissNitrateNitrite","DissAmmonia","pH","Chl","Conductivity","Temperature","DissolvedOxygen","TurbidityNTU","TKN","TON","Salinity","DissOrthophos","TotPhos"
"1420","Old River",8,2021,2.6,109.333333333333,0.084,0.05,7.54333333333333,15.5,622.8,24.6646,6.82333333333333,5.55,0.476,NA,0.301467593059067,0.083,0.096
"1421","Old River",8,2022,1.75,149.25,0.051,0.05,7.7,3.21,441.85,24.4075,6.94,4.85,0.285,NA,0.211703934432363,0.06,0.07
"1422","Old River",9,2007,2,133.5,0.09,0.02,NA,1.69,788.714285714286,21.9714285714286,8.56333333333333,8,0.2,NA,0.38491152997614,0.04,0.06
"1423","Old River",9,2008,3,101.5,0.2,0.03,7.86714285714286,2.29,755.555555555556,22.6333333333333,7.6,6.69,0.3,NA,0.368194786843236,0.06,0.08
"1424","Old River",9,2009,2,193.5,0.06,0.01,8.252,1.42,726.545454545455,23.4090909090909,8.69,4.755,0.1,NA,0.353542609174046,0.05,0.05
"1425","Old River",9,2010,2,206,0.06,0.02,8.63,1.3,663,22.4777777777778,8.8,4.24666666666667,0.3,NA,0.321880526289914,0.04,0.05
"1426","Old River",9,2011,2,242,0.06,0.02,8.24714285714286,4.24,181.85,23.1375,8.8,6.928,0.3,NA,0.0854224174623935,0.03,0.07
"1427","Old River",9,2012,2,275,0.04,0.02,8.49,1.09,791,21.66,9.17,2.2,0.3,NA,0.386158088562053,0.04,0.07
"1428","Old River",9,2013,2,185,0.06,0.01,8.57,1.83,776.375,21.83375,8.42666666666667,3.42666666666667,0.3,NA,0.37880043609719,0.06,0.08
"1429","Old River",9,2014,3,209.5,0.03,0.01,7.842,6.27,675,22.9666666666667,7.96,3.69,0.3,NA,0.327608462250534,0.09,0.1
"1430","Old River",9,2015,2,107.5,0.16,0.02,7.625,3.12,631,23.2,6.605,6.275,0.3,NA,0.305579038615042,0.08,0.11
"1431","Old River",9,2016,4.5,192,0.07,0.01,8.28428571428571,2.33,713.75,22.05,8.91333333333333,2.46,0.3,NA,0.347198669840655,0.06,0.08
"1432","Old River",9,2017,4,213,0.1135,0.025,7.66,2.145,174.2,23.85,7.775,3.4,0.2,NA,0.0817528322314129,0.0675,0.07
"1433","Old River",9,2018,3,190.5,0.07,0.02,8.28,1.7,754.5,21.095,8.72,3.1,0.2,NA,0.367622196054681,0.066,0.08
"1434","Old River",9,2019,2.33333333333333,252,0.062,0.05,8.01333333333333,1.1,177.266666666667,23.356,7.72666666666667,NA,0.19,NA,0.0832236975691912,0.065,0.069
"1435","Old River",9,2020,3,173.5,0.05,0.05,8.15,5.04,891.5,22.642,7.97,4.2,0.3,NA,0.437182533622028,0.059,0.078
"1436","Old River",9,2021,2,131,0.081,0.05,7.46333333333333,2.87,535.75,23.5795,6.76333333333333,5.4,0.263,NA,0.258129438213708,0.076,0.063
"1437","Old River",9,2022,1.5,168.5,0.05,0.05,7.8,1.2,481.5,24.355,6.82,3.6,0.163,NA,0.23124809581178,0.066,0.069
"1438","Old River",10,2007,3,151.5,0.15,0.03,8.15777777777778,1.22,629.363636363636,17.7818181818182,9.814,12,0.3,NA,0.304773006345867,0.04,0.06
"1439","Old River",10,2008,3,112,0.2,0.02,7.8225,2.52,588.4,18.47,7.9,9.79,0.4,NA,0.284315130678301,0.05,0.08
"1440","Old River",10,2009,2,177,0.08,0.01,8.1,1.44,548.914285714286,17.9857142857143,8.83,4.67333333333333,0.2,NA,0.264731465858397,0.05,0.07
"1441","Old River",10,2010,2,256,0.09,0.01,8.01555555555556,1.07,630.9,20.37,8.95,3.91,0.2,NA,0.30553329512351,0.04,0.05
"1442","Old River",10,2011,3,272,0.16,0.02,7.822,1.55,163.866666666667,19.45,8.555,1.78,0.2,NA,0.0768005953355006,0.04,0.05
"1443","Old River",10,2012,3,231.5,0.05,0.02,8.0475,0.05,641.6,19.52,8.405,2.985,0.2,NA,0.310890637046694,0.04,0.07
"1444","Old River",10,2013,2,131.5,0.04,0.01,8.17,1.84,501.216666666667,17.7166666666667,9.055,3.655,0.2,NA,0.240995067731602,0.06,0.06
"1445","Old River",10,2014,3,260.5,0.06,0.02,7.73833333333333,4.53,719.857142857143,21.3,7.72,2.18,0.3,NA,0.350161474109792,0.08,0.1
"1446","Old River",10,2015,2.5,191.5,0.08,0.01,7.71142857142857,2.34,760.5,20.5575,7.39666666666667,3.76333333333333,0.3,NA,0.370764059586835,0.07,0.1
"1447","Old River",10,2016,3,347.5,0.22,0.03,8.166,1.51,776.833333333333,18.2333333333333,8.48,2.405,0.3,NA,0.378982257799504,0.08,0.08
"1448","Old River",10,2017,1.5,264,0.08,0.02,7.678,1.62,162.942857142857,18.0642857142857,8.64,3.3,0.2,NA,0.0763577341441166,0.05,0.05
"1449","Old River",10,2018,2.75,259,0.147,0.0235,8.0775,1.745,685.2,18.616,9,2.8,0.2,NA,0.332786968814814,0.062,0.07
"1450","Old River",10,2019,2.25,230.5,0.13,0.11,7.8975,1.83,160.08,18.4318,8.89333333333333,3.2,0.2,NA,0.074985623353329,0.051,0.05
"1451","Old River",10,2020,2,220,0.085,0.045,7.94,1.93,607.666666666667,21.664,8.14,3.1,0.2,NA,0.293911406528201,0.0685,0.07
"1452","Old River",10,2021,1.25,169.333333333333,0.055,0.035,7.76333333333333,1.72,725,17.67975,8.24,6.1,0.174,NA,0.352808688232721,0.055,0.05
"1453","Old River",10,2022,2.33333333333333,242,0.05,0.05,7.84,1.605,615.666666666667,21.0133333333333,7.945,2.8,0.169,NA,0.297895924547857,0.05,0.051
"1454","Old River",11,2007,2,174.5,0.47,0.05,7.6975,0.67,547.9,15.0333333333333,8.8,10,1.1,NA,0.264165457542071,0.06,0.12
"1455","Old River",11,2008,2,152,0.56,0.05,7.762,1.59,721.571428571429,14.9714285714286,8.6,9.845,0.4,NA,0.351110758664546,0.07,0.1
"1456","Old River",11,2009,1,180,0.34,0.03,7.78375,1.38,425.722222222222,14.4777777777778,8.9,3.65333333333333,0.3,NA,0.20377996642578,0.05,0.07
"1457","Old River",11,2010,1,218,0.25,0.04,7.88818181818182,1.1,577.416666666667,13.95,8.6,3.8125,0.3,NA,0.278862700389199,0.04,0.06
"1458","Old River",11,2011,1,260,0.19,0.04,7.72833333333333,1.9,158.914285714286,14.1571428571429,9.585,3.04666666666667,0.2,NA,0.0744284766891688,0.04,0.04
"1459","Old River",11,2012,2,254,0.2,0.03,7.575,1.67,509.7,17.08,8.135,2.11,0.3,NA,0.245208695989743,0.05,0.07
"1460","Old River",11,2013,1,286.5,0.22,0.03,7.73333333333333,1.17,616.714285714286,13.8571428571429,9.52333333333333,2.24,0.3,NA,0.298478209468731,0.06,0.08
"1461","Old River",11,2014,2,294,0.25,0.03,7.67571428571429,3.3,767.375,16.3875,8.17333333333333,1.58,0.3,NA,0.37413929557293,0.08,0.1
"1462","Old River",11,2015,2,181,0.18,0.02,7.8,1.91,835.4,14.036,8.565,4.73,0.3,NA,0.408573459852554,0.07,0.07
"1463","Old River",11,2016,2,311,0.39,0.06,7.825,1.2,819.6,15.528,8.35,2.535,0.3,NA,0.400657645327841,0.08,0.09
"1464","Old River",11,2017,1.16666666666667,233.5,0.38,0.05,7.486,1.14,191.614285714286,15.3557142857143,8.57666666666667,3.3,0.3,NA,0.0901084511314362,0.06,0.06
"1465","Old River",11,2018,1.75,182,0.487,0.072,7.83333333333333,1.3,598.5,15.37,9.19,3.8,0.32,NA,0.289340623384818,0.053,0.07
"1466","Old River",11,2019,1,226,0.22,0.2,7.27,1.85,187.5,15.01,8.27,2.9,0.21,NA,0.0881340830093595,0.06,0.051
"1467","Old River",11,2020,2,256,0.16,0.05,7.71,1.65,655.75,15.1985,9.35,2.1,0.2,NA,0.317969019836046,0.054,0.05
"1468","Old River",11,2021,1.5,135,0.431,0.062,7.31,0.72,542.75,15.77225,7.61,12.9,0.426,NA,0.261621303956045,0.069,0.075
"1469","Old River",11,2022,1.25,237.333333333333,0.082,0.05,7.76,1.595,643.666666666667,13.7866666666667,9.34,2.4,0.203,NA,0.311915037020858,0.05,0.052
"1470","Old River",12,2007,1,121.5,0.6,0.14,7.57833333333333,1.43,702.5,9.15875,10.2,7,0.4,NA,0.341661273105301,0.05,0.07
"1471","Old River",12,2008,1,151,0.62,0.04,7.61125,1.14,819.7,9.46,8.6,8.5,0.4,NA,0.400625275604406,0.07,0.08
"1472","Old River",12,2009,1,204,0.5,0.05,7.81375,1.19,573.68,9.59,10.2,9.37,0.2,NA,0.277140958169876,0.04,0.05
"1473","Old River",12,2010,1,256,0.38,0.06,7.625,0.96,433.8,10.9571428571429,9.1,4.33666666666667,0.4,NA,0.207883206076824,0.04,0.05
"1474","Old River",12,2011,1,202,0.35,0.08,7.6825,1.6,330.56,8.98,10.365,3.835,0.4,NA,0.157715848116681,0.04,0.05
"1475","Old River",12,2012,1,190,0.47,0.11,7.45,0.26,565,12.1,8.84,5.38333333333333,0.3,NA,0.2733010701207,0.04,0.07
"1476","Old River",12,2013,1,259.5,0.46,0.09,7.518,1.27,707.166666666667,8.23333333333333,10.575,2.445,0.4,NA,0.343810440867058,0.06,0.08
"1477","Old River",12,2014,1,195,0.78,0.16,7.518,0.45,778.8,12.8833333333333,8.575,3.35,0.5,NA,0.380426015704568,0.06,0.08
"1478","Old River",12,2015,1,156,0.32,0.02,7.884,8.8,968,10.2966666666667,11.055,4.84,0.4,NA,0.476170847416676,0.03,0.07
"1479","Old River",12,2016,1,183,0.57,0.08,7.8775,1.49,782.84,10.16,9.76,4.725,0.4,NA,0.382929234981268,0.06,0.05
"1480","Old River",12,2017,1,171,0.51,0.07,7.535,1.69,506,10.0466666666667,9.995,9.3,0.4,NA,0.243767400180181,0.06,0.06
"1481","Old River",12,2018,1,220,0.555,0.102,8.16,0.9,702.75,11.3875,9.19,2.7,0.41,NA,0.341557753582202,0.059,0.07
"1482","Old River",12,2019,1,88,0.38,0.13,7.54,0.69,215.1,10.54575,10.12,9,0.32,NA,0.101391890974882,0.16,0.037
"1483","Old River",12,2020,1,309,0.31,0.05,7.61,1.05,695.5,10.41525,9.92666666666667,2.4,0.3,NA,0.337900847161643,0.051,0.04
"1484","Old River",12,2021,1.25,168.666666666667,0.471,0.05,7.34666666666667,0.5,525.5,12.51675,8.22333333333333,4.4,0.336,NA,0.253121344742769,0.069,0.07
"1485","Old River",12,2022,1,201.333333333333,0.243,0.06,7.56,0.915,819.666666666667,9.98666666666667,9.83,5.4,0.281,NA,0.400579596495946,0.05,0.049
"1486","Really Far South",1,2016,1,NA,1,0.07,7.416,2.85,548.8,11.8972222222222,9.622,NA,0.6,NA,0.264721335195756,0.15,0.15
"1487","Really Far South",1,2017,1,NA,0.902666666666667,0.106666666666667,7.58,2.01,377.5,9.64264150943396,8.71,NA,0.6,NA,0.182648446323406,0.163666666666667,0.17
"1488","Really Far South",1,2018,1,NA,1.21666666666667,0.03,7.66666666666667,5.66,585.333333333333,11.5515384615385,10.27,NA,0.3,NA,0.283209784935141,0.0943333333333333,0.08
"1489","Really Far South",1,2019,1,NA,2.73,0.27,7.69,7.12,1377,10.6322352941176,9.94,NA,0.8,NA,0.690605226809529,0.185,0.26
"1490","Really Far South",1,2020,1,NA,1.37666666666667,0.0966666666666667,7.8725,4.5,668.75,11.1263636363636,10.99,NA,0.45,NA,0.324511694039892,0.111333333333333,NA
"1491","Really Far South",1,2021,1,NA,1.59,0.035,7.9,NA,840.5,10.5074074074074,10.85,NA,NA,NA,0.411139530947485,0.051,NA
"1492","Really Far South",1,2022,1,NA,1.4814,0.131,7.61,1.39,543.666666666667,10.5498,10.11,NA,0.854,NA,0.262155400125602,0.119666666666667,0.165
"1493","Really Far South",2,2016,1,NA,1.19666666666667,0.0466666666666667,7.736,5.01,920.8,14.19,9.098,NA,1.4,NA,0.452069404068147,0.15,0.37
"1494","Really Far South",2,2017,1,NA,0.428,0.04,7.31,5.15,174.25,11.6571153846154,9.1225,NA,0.5,NA,0.0817808545405466,0.105,0.1
"1495","Really Far South",2,2018,1,NA,0.899666666666667,0.02,7.8425,14.77,602.75,11.55196875,10.4,NA,0.9,NA,0.291999821210892,0.071,0.27
"1496","Really Far South",2,2019,1,NA,0.820333333333333,0.0743333333333333,7.5,6.87,667.96,10.8332244897959,10.31,NA,1.1,NA,0.330576136789468,0.109333333333333,0.28
"1497","Really Far South",2,2020,1,NA,0.776666666666667,0.0933333333333333,7.858,6.92,873.6,12.1225098039216,10.572,NA,0.22,NA,0.432131883933229,0.0786666666666667,0.12
"1498","Really Far South",2,2021,1,NA,1.4,0.03,7.8,NA,948.5,12.5965517241379,9.8,NA,NA,NA,0.466731796766237,0.089,NA
"1499","Really Far South",2,2022,1,NA,0.58475,0.0433333333333333,7.65666666666667,4.79,358,10.143,11.0966666666667,NA,0.396,NA,0.170612700314174,0.038,0.058
"1500","Really Far South",3,2016,1,NA,0.59,0.02,7.99,16.87,904.6,15.6377777777778,9.422,NA,0.7,NA,0.44389878869192,0.135,0.22
"1501","Really Far South",3,2017,1,NA,0.273,0.02,7.19666666666667,6.58,140,13.4494117647059,9.85666666666667,NA,0.3,NA,0.0653689502980459,0.069,0.09
"1502","Really Far South",3,2018,1,NA,0.944,0.02,7.51,16.46,418,13.9945454545455,9.795,NA,0.5,NA,0.201107119259871,0.075,0.14
"1503","Really Far South",3,2019,1,NA,0.37,0.035,7.695,3.1,285.675,12.8081481481481,9.62,NA,0.371,NA,0.135876164668279,0.0615,0.078
"1504","Really Far South",3,2020,1,NA,0.65,0.25,7.6975,8.63,1211.5,14.433625,8.9975,NA,0.39,NA,0.60624630265908,0.08,0.18
"1505","Really Far South",3,2021,1,NA,0.9265,0.045,7.885,25.51,1170.7,16.6062641509434,10.6,NA,0.505,NA,0.581685115223278,0.055,0.105
"1506","Really Far South",3,2022,1,NA,0.719,0.045,7.785,3.79,583,14.635,9.745,NA,0.364,NA,0.282045353171018,0.061,0.067
"1507","Really Far South",4,2016,1,NA,0.41,0.03,7.775,61.94,641.5,20.385,8.3025,NA,3.1,NA,0.312211963101133,0.06,0.54
"1508","Really Far South",4,2017,1,NA,0.25,0.03,7.71,5.18,381,14.5871153846154,9.61333333333333,NA,0.4,NA,0.184710614527458,0.08,0.09
"1509","Really Far South",4,2018,1,NA,0.248666666666667,0.0133333333333333,7.38,8.27,238.1,15.5882452830189,8.99,NA,0.4,NA,0.112501630501781,0.059,0.1
"1510","Really Far South",4,2019,1,NA,0.284,0.035,7.3675,4.3,312.725,14.3331176470588,9,NA,0.312,NA,0.149890610436349,0.0425,0.09
"1511","Really Far South",4,2021,1,NA,0.666,0.035,7.89666666666667,18.59,715,17.5354848484848,10.1333333333333,NA,0.739,NA,0.350583403889516,0.0445,0.116
"1512","Really Far South",4,2022,1,NA,0.907666666666667,0.045,7.67,1.92,609.5,16.825,8.965,NA,0.473,NA,0.29483814662838,0.0805,0.099
"1513","Really Far South",5,2016,1,NA,0.283333333333333,0.02,7.94333333333333,30.78,379.833333333333,17.8088,9.66666666666667,NA,0.7,NA,0.181428268939572,0.0333333333333333,0.13
"1514","Really Far South",5,2017,1,NA,0.139666666666667,0.0133333333333333,7.362,5.4,107.8,15.8734285714286,8.955,NA,0.4,NA,0.0499424589625224,0.0483333333333333,0.08
"1515","Really Far South",5,2018,1,NA,0.325333333333333,0.0133333333333333,7.4075,5.71,249,16.535,9.62,NA,0.3,NA,0.118137228599793,0.0413333333333333,0.08
"1516","Really Far South",5,2019,1,NA,0.329333333333333,0.03,7.27333333333333,1.65,113.566666666667,15.2615384615385,9.69333333333333,NA,0.2,NA,0.0527055528546386,0.0433333333333333,0.07
"1517","Really Far South",5,2020,1,NA,0.6835,0.02,7.8,NA,635.425,19.8395,9.15,NA,NA,NA,0.312514062409036,0.034,NA
"1518","Really Far South",5,2021,1,NA,0.68425,0.0433333333333333,7.5925,1.23,380,19.2816981132075,8.32,NA,0.24,NA,0.181745785091298,0.0403333333333333,0.051
"1519","Really Far South",5,2022,1,NA,0.532333333333333,0.045,7.43666666666667,1.31,196.333333333333,19.1666666666667,8.82666666666667,NA,0.212,NA,0.0923744804577728,0.0385,0.042
"1520","Really Far South",6,2016,1,NA,0.24,0.0233333333333333,8.7825,67.96,396,27.11,11.9,NA,1.2,NA,0.189223690365618,0.0333333333333333,0.14
"1521","Really Far South",6,2017,1,NA,0.21,0.02,7.21,6.24,94.5,18.66,8.7,NA,0.4,NA,0.0435711778036366,0.0455,0.08
"1522","Really Far South",6,2018,1,NA,0.692,0.015,8.05,48.4,468.75,21.6193103448276,8.5775,NA,0.8,NA,0.225289148994278,0.0515,0.13
"1523","Really Far South",6,2019,1,NA,0.142,0.03,7.1,3.18,118.86,19.8356603773585,7.454,NA,0.311,NA,0.055254056825973,0.069,0.1
"1524","Really Far South",6,2020,1,NA,0.42,0.05,7.765,11.09,532.75,21.8097777777778,8.945,NA,0.3,NA,0.261201174646431,0.05,0.05
"1525","Really Far South",6,2021,1,NA,0.536666666666667,0.045,7.665,1.65,303.25,19.7098529411765,8.25,NA,0.124,NA,0.145330876207504,0.039,0.037
"1526","Really Far South",6,2022,1,NA,0.3735,0.05,7.52,1.63,111,19.9066666666667,8.93666666666667,NA,0.141,NA,0.0514792154038556,0.05,0.027
"1527","Really Far South",7,2016,1,NA,0.413333333333333,0.02,8.675,71.01,566.5,24.825,12.8375,NA,1.4,NA,0.273519292032396,0.03,0.13
"1528","Really Far South",7,2017,1,NA,0.318333333333333,0.0233333333333333,7.694,12.63,157,19.6263461538462,8.79,NA,0.4,NA,0.0735114385463303,0.0383333333333333,0.08
"1529","Really Far South",7,2018,3,NA,1.0005,0.015,8.184,71.87,939.6,26.4966666666667,8.61,NA,0.8,NA,0.464950588249916,0.051,0.14
"1530","Really Far South",7,2019,1,NA,0.693,0.03,7.978,38.1,702.7,20.26425,9.532,NA,0.613,NA,0.347078500280796,0.0663333333333333,0.132
"1531","Really Far South",7,2020,1,60,0.8245,0.03,7.768,32.5,400.62,23.7456111111111,8.05,NA,0.5,NA,0.191754632418003,0.054,0.078
"1532","Really Far South",7,2021,1,NA,0.1844,0.0433333333333333,7.5125,2.41,284.24,19.9043818181818,8.7925,NA,0.154,NA,0.137030191953013,0.025,0.03
"1533","Really Far South",7,2022,1.5,NA,0.526,0.05,7.72333333333333,4.03,221.333333333333,25.7033333333333,8.83333333333333,NA,0.158,NA,0.104390834879482,0.05,0.046
"1534","Really Far South",8,2015,1,NA,0.3,0.015,7.61666666666667,3.8,455.2,25.9,8.73333333333333,36,0.4,NA,0.219120872426851,0.03,0.04
"1535","Really Far South",8,2016,1,NA,0.875,0.04,7.77,9.16,488,25.2558823529412,8.49,NA,0.4,NA,0.234492560980344,0.045,0.09
"1536","Really Far South",8,2017,1,NA,0.424666666666667,0.0233333333333333,7.305,12.24,168,18.5881355932203,9.1975,NA,0.4,NA,0.0787880479872842,0.0476666666666667,0.07
"1537","Really Far South",8,2018,1.75,NA,1.33266666666667,0.0166666666666667,7.805,23.2,840.5,25.1775901639344,7.4,NA,0.5,NA,0.415364098179531,0.1,0.155
"1538","Really Far South",8,2019,1.5,NA,0.739666666666667,0.03,7.84,19.2,468.316666666667,20.3524166666667,8.67333333333333,NA,0.447,NA,0.228923802928442,0.0596666666666667,0.07
"1539","Really Far South",8,2020,1.66666666666667,40,1.565,0.035,7.92,19.27,736.2,25.9708269230769,7.638,NA,0.5,NA,0.359544576739284,0.0605,0.1
"1540","Really Far South",8,2021,1,110,0.247,0.045,7.29333333333333,1.06,150.8,19.7972727272727,8.59666666666667,NA,0.372,NA,0.0705643016801835,0.033,0.031
"1541","Really Far South",8,2022,1.5,NA,0.326,0.05,7.28666666666667,7.78,310,23.74,7.37,NA,0.183,NA,0.147259735124637,0.05,0.045
"1542","Really Far South",9,2015,1,NA,0.585,0.02,7.6575,2.13,806.5,22.59375,7.7975,35,0.3,NA,0.395182329825821,0.02,0.03
"1543","Really Far South",9,2016,1,NA,0.85,0.02,7.77666666666667,10.02,522,22.41,8.81333333333333,NA,0.6,NA,0.25143974774662,0.04,0.1
"1544","Really Far South",9,2017,1,NA,0.674,0.01,7.37,10.39,200,19.405,8.34,NA,0.2,NA,0.0941484427746839,0.068,0.1
"1545","Really Far South",9,2018,1.33333333333333,NA,1.775,0.015,7.81,41.84,934,22.3639393939394,7.92,NA,0.8,NA,0.464975077875102,0.142,0.26
"1546","Really Far South",9,2019,1,NA,1.03,0.035,7.418,7.43,433.04,21.2043823529412,7.486,NA,0.413,NA,0.210342991607377,0.085,0.109
"1547","Really Far South",9,2020,1,NA,2.38666666666667,0.035,7.854,10.39,999,22.2215294117647,8.094,NA,0.4,NA,0.495013606301328,0.0925,0.08
"1548","Really Far South",9,2021,1,NA,0.487,0.045,7.525,1.87,1168.5,21.8466842105263,6.5925,NA,0.182,NA,0.595332298273243,0.0385,0.036
"1549","Really Far South",9,2022,1,NA,0.783,0.05,7.245,2.01,200,23.8,7.105,NA,0.121,NA,0.0941337270609651,0.05,0.037
"1550","Really Far South",10,2015,1,NA,0.35,0.02,7.34,1.63,557.075,21.5588235294118,6.44,37,0.2,NA,0.271382035971713,0.035,0.06
"1551","Really Far South",10,2016,1,NA,0.536,0.025,7.38,4.97,259.333333333333,17.4143396226415,8.18333333333333,NA,0.6,NA,0.122726377860775,0.0735,0.09
"1552","Really Far South",10,2017,1,NA,0.72,0.02,7.51,8.48,334,16.3346153846154,8.905,NA,0.3,NA,0.159237481348885,0.07,0.08
"1553","Really Far South",10,2018,1,NA,1.75,0.02,7.51,5.55,1300.83333333333,18.5951666666667,7.13,NA,0.621,NA,0.653912541556362,0.133,0.193
"1554","Really Far South",10,2019,2.5,NA,1.205,0.11,7.6775,2.16,877.325,16.4398679245283,7.4675,NA,0.13,NA,0.436629590549206,0.115,0.1
"1555","Really Far South",10,2020,1,NA,1.4155,0.045,7.69,11.16,880.8,19.146,8.14,NA,0.437,NA,0.435752408904431,0.0665,0.09
"1556","Really Far South",10,2021,1,NA,1.13733333333333,0.045,7.10666666666667,2.49,537.333333333333,17.5701320754717,7.93,NA,0.322,NA,0.260662362395793,0.0405,0.049
"1557","Really Far South",10,2022,1,NA,0.3245,0.05,7.28,1.07,240,19.48,7.745,NA,0.194,NA,0.113380716983822,0.05,0.044
"1558","Really Far South",11,2015,1,NA,0.51,0.01,7.455,2.62,416.725,16.3375,9.2275,29,0.2,NA,0.200687951414851,0.06,0.04
"1559","Really Far South",11,2016,1,NA,1.345,0.025,7.58333333333333,5.66,601.666666666667,14.9015151515152,8.19666666666667,NA,0.7,NA,0.291421132580799,0.1525,0.2
"1560","Really Far South",11,2017,1,NA,1.37,0.03,7.63666666666667,6.29,475.666666666667,13.4439393939394,8.95333333333333,NA,0.7,NA,0.228828975609121,0.0935,0.18
"1561","Really Far South",11,2018,1,NA,1.705,0.045,7.5925,3.33,1124.75,12.7496875,8.6875,NA,0.334,NA,0.562330555413868,0.153,0.15
"1562","Really Far South",11,2019,2,NA,1.475,0.085,7.655,2.34,839.475,13.23621875,9.235,NA,0.29,NA,0.41638541784968,0.1705,0.14
"1563","Really Far South",11,2020,2,NA,1.755,0.045,7.66666666666667,2.74,1033.33333333333,12.3348125,9.19666666666667,NA,0.309,NA,0.515430189088769,0.0635,0.09
"1564","Really Far South",11,2021,1,NA,1.22933333333333,0.04,7.57333333333333,1.44,707,13.3054509803922,7.59,NA,0.264,NA,0.345174094602893,0.0705,0.069
"1565","Really Far South",11,2022,1,NA,0.7035,0.05,7.37,3.51,363,12.87,8.73,NA,0.459,NA,0.173050600620623,0.05,0.091
"1566","Really Far South",12,2015,1,NA,0.8,0.015,7.7725,1.21,535.075,11.3190476190476,11.0233333333333,26,0.3,NA,0.257920622953696,0.06,0.08
"1567","Really Far South",12,2016,1,NA,1.48333333333333,0.0266666666666667,7.78,3.16,786,10.0145614035088,10.2975,NA,0.6,NA,0.383550793561643,0.166333333333333,0.16
"1568","Really Far South",12,2017,1,NA,1.20333333333333,0.02,7.64666666666667,3.62,403.333333333333,9.57547169811321,10.65,NA,0.4,NA,0.192853802098905,0.0863333333333333,0.11
"1569","Really Far South",12,2018,1,NA,1.71,0.069,7.63,3.65,1185.4,11.7281132075472,9.058,NA,0.674,NA,0.591355962158814,0.166,0.21
"1570","Really Far South",12,2019,1,NA,1.32333333333333,0.0933333333333333,7.575,4.74,491.625,10.8775185185185,8.825,NA,0.53,NA,0.236446307115168,0.144,0.13
"1571","Really Far South",12,2020,1,NA,1.583,0.0433333333333333,7.786,2.35,969.4,10.2819807692308,10.92,NA,0.3,NA,0.478190599273455,0.0463333333333333,0.07
"1572","Really Far South",12,2021,1,NA,1.3325,0.11,7.74,1.39,769.75,10.1627142857143,9.9075,NA,0.166,NA,0.378267087431125,0.111,0.05
"1573","Really Far South",12,2022,1,NA,1.18,0.05,7.3,1.47,471,10.76,9.56,NA,0.273,NA,0.226062859174813,0.068,0.079
"1574","Rock Slough and Discovery Bay",1,2019,1,NA,0.28,0.09,7.61,NA,703.666666666667,10.74,NA,NA,0.6,NA,0.342222881107628,0.057,0.07
"1575","Rock Slough and Discovery Bay",1,2020,1,NA,0.495,0.05,7.72,NA,453.366666666667,9.217,10.83,NA,0.3,NA,0.217370211637059,0.05,0.04
"1576","Rock Slough and Discovery Bay",1,2022,1,NA,0.773,0.05,NA,NA,NA,NA,NA,NA,0.466,NA,NA,0.051,0.052
"1577","Rock Slough and Discovery Bay",2,2019,1,NA,0.29,0.05,NA,NA,504.533333333333,10.2123333333333,NA,NA,0.7,NA,0.242838919147814,0.091,0.104
"1578","Rock Slough and Discovery Bay",2,2020,1,NA,0.34,0.05,8.18333333333333,NA,345.633333333333,10.2816666666667,11.54,NA,0.3,NA,0.164580022504926,0.05,0.03
"1579","Rock Slough and Discovery Bay",2,2022,1,NA,0.405,0.05,NA,NA,NA,NA,NA,NA,0.447,NA,NA,0.05,0.036
"1580","Rock Slough and Discovery Bay",3,2019,1,NA,0.249,0.05,7.87,NA,469.833333333333,15.8163333333333,NA,NA,0.6,NA,0.225679770305208,0.05,0.04
"1581","Rock Slough and Discovery Bay",3,2020,1,NA,0.157,0.05,7.88,NA,361.733333333333,15.717,10.0033333333333,NA,0.5,NA,0.172434981186395,0.05,0.03
"1582","Rock Slough and Discovery Bay",3,2021,1,NA,0.414,0.05,7.93,NA,524,12.288,10.04,NA,0.369,NA,0.252276317239317,NA,0.041
"1583","Rock Slough and Discovery Bay",3,2022,1.66666666666667,NA,0.202,0.05,NA,NA,NA,NA,NA,NA,0.378,NA,NA,0.05,0.046
"1584","Rock Slough and Discovery Bay",4,2019,1,NA,0.122,0.05,7.57666666666667,NA,291.933333333333,21.263,NA,NA,0.3,NA,0.138496644864471,0.05,0.04
"1585","Rock Slough and Discovery Bay",4,2020,1,NA,0.05,0.05,8.01333333333333,NA,326.433333333333,17.289,9.93666666666667,NA,0.4,NA,0.155234508145141,0.05,0.05
"1586","Rock Slough and Discovery Bay",4,2021,2,NA,0.077,0.05,7.98333333333333,NA,451.1,17.9433333333333,NA,NA,0.531,NA,0.216258288296404,NA,0.063
"1587","Rock Slough and Discovery Bay",4,2022,1,NA,0.05,0.05,NA,NA,NA,NA,NA,NA,0.306,NA,NA,0.05,0.057
"1588","Rock Slough and Discovery Bay",5,2019,1,NA,0.153,0.05,7.72666666666667,NA,230.233333333333,17.8926666666667,NA,NA,0.3,NA,0.108674383008358,0.055,0.07
"1589","Rock Slough and Discovery Bay",5,2020,2.33333333333333,NA,0.05,0.05,7.47666666666667,NA,300.266666666667,20.6843333333333,6.87666666666667,NA,0.4,NA,0.142522204533033,0.087,0.1
