LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0821B0412,08/11/2021 12:00,Dissolved ortho-Phosphate,14265-44-2,0.115,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0821B0412,08/11/2021 12:00,Pheophytin a,0,21.4,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0821B0412,08/11/2021 12:00,Total Phosphorus,7723-14-0,0.459,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0821B0412,08/11/2021 12:00,Dissolved Sulfate,14808-79-8,26.1,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0821B0412,08/11/2021 12:00,Total Kjeldahl Nitrogen,TKN,1.04,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0821B0412,08/11/2021 12:00,Field Specific Conductance,0, 490,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0821B0412,08/11/2021 12:00,Field Turbidity,0, 3.36,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Total Alkalinity,471-34-1,55.4,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Calcium,7440-70-2,10.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Chloride,16887-00-6,2.38,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Chlorophyll a,479-61-8,1.57,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Specific Conductance,0,123,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Hardness,0,48,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Magnesium,7439-95-4,4.93,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Nitrate + Nitrite,NO3+NO2,0.074,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Organic Carbon,7440-44-0,2,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Organic Carbon,7440-44-0,2,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Total Organic Carbon,7440-44-0,2,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Total Organic Carbon,7440-44-0,2,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Pheophytin a,0,0.83,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Total Phosphorus,7723-14-0,0.031,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Potassium,7440-09-7,0.97,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Silica (SiO2),14808-60-7,16.7,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Sodium,7440-23-5,4.77,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Total Dissolved Solids,0,79,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Total Suspended Solids,0,11.8,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Volatile Suspended Solids,0,<2.5,2.5,mg/L,Std Method 2540 E [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Dissolved Sulfate,14808-79-8,4.02,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Total Kjeldahl Nitrogen,TKN,0.117,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Field Chlorophyll Volume,0, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Field Specific Conductance,0, 126.7,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Field Field Notes,0,N/A,,,Notes (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,"Van Dorn 3, DI carboy iV used on blank"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Field Dissolved Oxygen,0, 8.59,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Field pH,0, 7.66,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Field Water Temperature,0, 21.5,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0823B0320,08/11/2023 09:31,Field Turbidity,0, 4.8,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Total Alkalinity,471-34-1,<20,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Calcium,7440-70-2,3.87,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Chloride,16887-00-6,1.04,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Chlorophyll a,479-61-8,0.74,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Specific Conductance,0,37,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Hardness,0,14,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Magnesium,7439-95-4,1.12,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Organic Carbon,7440-44-0,1.7,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Organic Carbon,7440-44-0,1.7,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Total Organic Carbon,7440-44-0,1.6,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Total Organic Carbon,7440-44-0,1.6,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Pheophytin a,0,0.6,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Total Phosphorus,7723-14-0,<0.01,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Potassium,7440-09-7,0.58,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Silica (SiO2),14808-60-7,9.8,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Sodium,7440-23-5,1.26,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Total Dissolved Solids,0,32.5,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Total Suspended Solids,0,<2.5,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Volatile Suspended Solids,0,<2.5,2.5,mg/L,Std Method 2540 E [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Dissolved Sulfate,14808-79-8,1.22,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Total Kjeldahl Nitrogen,TKN,<0.1,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Field Chlorophyll Volume,0, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Field Specific Conductance,0, 38.1,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Field Dissolved Oxygen,0, 9.18,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Field pH,0, 7.34,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Field Water Temperature,0, 17.1,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0823B0321,08/11/2023 11:06,Field Turbidity,0, 0.6,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Total Alkalinity,471-34-1,48.9,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Aluminum,7429-90-5,16.7,10,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Aluminum,7429-90-5,15.7,10,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Antimony,7440-36-0,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Antimony,7440-36-0,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Arsenic,7440-38-2,1.32,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Arsenic,7440-38-2,1.23,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Barium,7440-39-3,18.2,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Barium,7440-39-3,17.9,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Beryllium,7440-41-7,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Beryllium,7440-41-7,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Cadmium,7440-43-9,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Cadmium,7440-43-9,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Calcium,7440-70-2,9.78,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Chloride,16887-00-6,3.48,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Chlorophyll a,479-61-8,2.15,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Chromium,7440-47-3,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Chromium,7440-47-3,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Cobalt,7440-48-4,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Cobalt,7440-48-4,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Specific Conductance,0,118,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Copper,7440-50-8,1.28,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Copper,7440-50-8,1.28,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Hardness,0,43,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Iron,7439-89-6,20.6,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Iron,7439-89-6,21.5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Lead,7439-92-1,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Lead,7439-92-1,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Lithium,7439-93-2,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Lithium,7439-93-2,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Magnesium,7439-95-4,4.55,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Manganese,7439-96-5,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Manganese,7439-96-5,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Molybdenum,7439-98-7,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Molybdenum,7439-98-7,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Nickel,7440-02-0,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Nickel,7440-02-0,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Nitrate + Nitrite,NO3+NO2,0.137,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved Organic Carbon,7440-44-0,2,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Total Organic Carbon,7440-44-0,1.9,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0823B0322,08/11/2023 13:25,Pheophytin a,0,1.17,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
